,name,id,stage,year,genres,followers,popularity
53,Richie Hawtin,3AhwIUus3pIaA3CvYBEtpy,Mojave Tent,2017,"['acid house', 'canadian electronic', 'detroit techno', 'microhouse', 'minimal techno', 'techno']","{'href': None, 'total': 262982}",35
54,Richie Hawtin,3AhwIUus3pIaA3CvYBEtpy,Yuma Tent,2022,"['acid house', 'canadian electronic', 'detroit techno', 'microhouse', 'minimal techno', 'techno']","{'href': None, 'total': 262982}",35
55,Juan Atkins,208EQzx7RmoE2Ng9gF2edh,Sahara Tent,1999,"['detroit techno', 'minimal techno', 'techno']","{'href': None, 'total': 50548}",23
56,Derrick May,0v6N0xV7AfHHKVcgUOjC51,Sahara Tent,1999,"['acid house', 'detroit techno', 'minimal techno', 'techno']","{'href': None, 'total': 49737}",29
57,Kevin Saunderson,0jS6VTFGujWxinY5TSQwOG,Sahara Tent,1999,"['acid house', 'detroit techno', 'minimal techno', 'techno']","{'href': None, 'total': 39170}",38
58,Lunatic Calm,4Fh6eC8hJz13eXsboxXlcX,Sahara Tent,1999,['big beat'],"{'href': None, 'total': 10845}",25
59,DJ Food,4NZM5xKuDpGc4vEHDwGO1Q,Gobi Tent,1999,"['trip hop', 'turntablism']","{'href': None, 'total': 46320}",31
60,Kid Koala,2s0438sn0pYL2OuukcFqPN,Gobi Tent,1999,"['montreal indie', 'scratch', 'trip hop', 'turntablism']","{'href': None, 'total': 109498}",43
61,Amon Tobin,3mvkWMe6swnknwscwvGCHO,Gobi Tent,1999,"['electronica', 'intelligent dance music', 'jazztronica', 'trip hop']","{'href': None, 'total': 251323}",40
62,Amon Tobin,3mvkWMe6swnknwscwvGCHO,Gobi Tent,2003,"['electronica', 'intelligent dance music', 'jazztronica', 'trip hop']","{'href': None, 'total': 251323}",40
63,Amon Tobin,3mvkWMe6swnknwscwvGCHO,Mojave Tent,2012,"['electronica', 'intelligent dance music', 'jazztronica', 'trip hop']","{'href': None, 'total': 251323}",40
64,Mr. Scruff,2B0PgHZi2zaDqjKe86Gaip,Gobi Tent,1999,"['downtempo', 'electronica', 'jazztronica', 'trip hop']","{'href': None, 'total': 157660}",42
65,µ-Ziq,7AiamoV760pPGGM5PbOC6X,Gobi Tent,1999,"['abstract', 'braindance', 'breakcore', 'deep idm', 'drill and bass', 'intelligent dance music', 'uk experimental electronic']","{'href': None, 'total': 83819}",33
66,Nightmares on Wax,4tNxq9NGKTKaX8OkZBLgf0,Gobi Tent,1999,"['bleep techno', 'downtempo', 'electronica', 'trip hop']","{'href': None, 'total': 465212}",53
67,Ming  & FS,06me8YDBAnzsRJ7truezEx,Gobi Tent,1999,[],"{'href': None, 'total': 11}",0
68,Tomas,3Y4UmopFbGuRYdtGEa5jDZ,Gobi Tent,1999,['corrido'],"{'href': None, 'total': 66064}",48
69,Mike Fix,6AxANmwcOD8IEWBy3pNR32,Gobi Tent,1999,[],"{'href': None, 'total': 0}",0
70,Tool,2yEwvVSSSUkcLeSTNyHKh8,Main Stage,1999,"['alternative metal', 'art rock', 'nu metal', 'post-grunge', 'progressive metal', 'progressive rock', 'rock']","{'href': None, 'total': 3622768}",66
71,Tool,2yEwvVSSSUkcLeSTNyHKh8,Coachella Stage,2006,"['alternative metal', 'art rock', 'nu metal', 'post-grunge', 'progressive metal', 'progressive rock', 'rock']","{'href': None, 'total': 3622768}",66
72,Rage Against the Machine,2d0hyoQ5ynDBnkvAbJKORj,Main Stage,1999,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']","{'href': None, 'total': 5905524}",68
73,Rage Against the Machine,2d0hyoQ5ynDBnkvAbJKORj,Coachella Stage,2007,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']","{'href': None, 'total': 5905524}",68
74,Ben Harper,45lorWzrKLxfKlWpV7r9CN,Main Stage,1999,"['neo mellow', 'pastoral']","{'href': None, 'total': 999408}",56
75,Pavement,3inCNiUr4R6XQ3W43s9Aqi,Main Stage,1999,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']","{'href': None, 'total': 603715}",58
76,Pavement,3inCNiUr4R6XQ3W43s9Aqi,Coachella Stage,2010,"['alternative rock', 'chamber pop', 'indie rock', 'lo-fi', 'shoegaze']","{'href': None, 'total': 603715}",58
77,Cibo Matto,2te8VJxgUxcElC8Uq6eJs6,Main Stage,1999,"['shibuya-kei', 'trip hop']","{'href': None, 'total': 110759}",38
78,Money Mark,6I2891HPq8zEnBEuwc5iAP,Main Stage,1999,[],"{'href': None, 'total': 11466}",28
79,Moby,3OsRAKCvk37zwYcnzRf5XF,Outdoor Theatre,1999,"['downtempo', 'electronica']","{'href': None, 'total': 1815245}",65
80,Moby,3OsRAKCvk37zwYcnzRf5XF,Sahara Tent,2013,"['downtempo', 'electronica']","{'href': None, 'total': 1815245}",65
81,Esthero,1VmTG1NmumTwTIOGbew6gH,Outdoor Theatre,1999,['trip hop'],"{'href': None, 'total': 42664}",34
82,Innerzone Orchestra,3WPdaViSMm79jQvFyVzNO2,Outdoor Theatre,1999,['detroit techno'],"{'href': None, 'total': 1915}",5
83,DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,Outdoor Theatre,1999,"['downtempo', 'electronica', 'instrumental hip hop', 'trip hop']","{'href': None, 'total': 610508}",58
84,DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,Outdoor Theatre,2007,"['downtempo', 'electronica', 'instrumental hip hop', 'trip hop']","{'href': None, 'total': 610508}",58
85,DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,Gobi Tent,2012,"['downtempo', 'electronica', 'instrumental hip hop', 'trip hop']","{'href': None, 'total': 610508}",58
86,DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,Mojave Tent,2017,"['downtempo', 'electronica', 'instrumental hip hop', 'trip hop']","{'href': None, 'total': 610508}",58
87,Spearhead,1mHuZMOP8FG5ip4yAb1vrB,Outdoor Theatre,1999,['reggae fusion'],"{'href': None, 'total': 213981}",51
88,Rahzel,6vunRaBya0Sx6CMJZAlHTZ,Outdoor Theatre,1999,"['beatboxing', 'east coast hip hop']","{'href': None, 'total': 15785}",36
89,Gil Scott-Heron,0kEfub5RzlZOB2zGomqVSU,Outdoor Theatre,1999,"['afrobeat', 'afropop', 'conscious hip hop', 'funk', 'jazz funk', 'political hip hop', 'slam poetry', 'soul']","{'href': None, 'total': 326848}",45
90,Gil Scott-Heron,0kEfub5RzlZOB2zGomqVSU,Gobi Tent,2010,"['afrobeat', 'afropop', 'conscious hip hop', 'funk', 'jazz funk', 'political hip hop', 'slam poetry', 'soul']","{'href': None, 'total': 326848}",45
91,Ugly Duckling,7nW3rZPhwZWlGPZgdDiJea,Outdoor Theatre,1999,['jazz rap'],"{'href': None, 'total': 50599}",30
92,GusGus,5sL9uDMwceYHPknnCLAAwJ,Mojave Tent,1999,"['electronica', 'icelandic electronic', 'icelandic pop', 'trip hop']","{'href': None, 'total': 179965}",40
93,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,Mojave Tent,1999,"['downtempo', 'electronica', 'livetronica', 'trip hop']","{'href': None, 'total': 836110}",57
94,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,Outdoor Theatre,2003,"['downtempo', 'electronica', 'livetronica', 'trip hop']","{'href': None, 'total': 836110}",57
95,Thievery Corporation,25KNo5GDS6ZpLkjasaecA3,Coachella Stage,2009,"['downtempo', 'electronica', 'livetronica', 'trip hop']","{'href': None, 'total': 836110}",57
96,Lamb,66lH4jAE7pqPlOlzUKbwA0,Mojave Tent,1999,"['contemporary country', 'country', 'country dawn', 'country road']","{'href': None, 'total': 3543369}",65
97,Fantastic Plastic Machine,7MvrywVZhbvS6M5Zv9XUi3,Mojave Tent,1999,[],"{'href': None, 'total': 312}",0
98,Banco de Gaia,5Z8mapYkacgBN46TkH9L3M,Mojave Tent,1999,"['ambient house', 'ambient trance', 'classic progressive house', 'downtempo', 'psychill', 'world fusion']","{'href': None, 'total': 29443}",24
99,BT,3Nrfpe0tUJi4K4DXYWgMUX,Mojave Tent,1999,"['k-pop', 'k-pop boy group', 'pop']","{'href': None, 'total': 72697569}",83
100,BT,3Nrfpe0tUJi4K4DXYWgMUX,Sahara Tent,2002,"['k-pop', 'k-pop boy group', 'pop']","{'href': None, 'total': 72697569}",83
101,Scratch Perverts,71hHL858askwXLzRWykTfV,Sahara Tent,1999,[],"{'href': None, 'total': 3592}",5
102,Mix Master Mike,4BeDVC50BVhB0bjQqjbhmt,Sahara Tent,1999,"['scratch', 'turntablism']","{'href': None, 'total': 25201}",28
103,Mix Master Mike,4BeDVC50BVhB0bjQqjbhmt,Coachella Stage,2002,"['scratch', 'turntablism']","{'href': None, 'total': 25201}",28
104,Qbert,5MxgS8Fg1h5k4ccyioVcT0,Sahara Tent,1999,"['asian american hip hop', 'bboy', 'scratch', 'turntablism']","{'href': None, 'total': 37518}",26
105,A-Trak,3TaUSUXn41GixL7zbvrIDt,Sahara Tent,1999,"['canadian electronic', 'edm', 'electro house', 'electronic trap', 'fidget house', 'house', 'turntablism']","{'href': None, 'total': 129568}",58
106,A-Trak,3TaUSUXn41GixL7zbvrIDt,Sahara Tent,2011,"['canadian electronic', 'edm', 'electro house', 'electronic trap', 'fidget house', 'house', 'turntablism']","{'href': None, 'total': 129568}",58
107,4hero,1BlBZ9jQGOjmj6Zykgg43L,Sahara Tent,1999,"['broken beat', 'drum and bass', 'jazztronica', 'jungle', 'nu jazz', 'rave', 'trip hop']","{'href': None, 'total': 41682}",32
108,DJ Cam,1hwAhXzyuEUjug2pyNVSvg,Sahara Tent,1999,"['downtempo', 'instrumental hip hop', 'trip hop']","{'href': None, 'total': 62416}",39
109,Luke Vibert,0HfxCluo7N2dhr4oRM0wBv,Gobi Tent,1999,"['acid house', 'drill and bass', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 61094}",28
110,Autechre,6WH1V41LwGDGmlPUhSZLHO,Gobi Tent,1999,"['abstract', 'ambient techno', 'drill and bass', 'electronica', 'glitch', 'intelligent dance music', 'uk experimental electronic']","{'href': None, 'total': 221957}",39
111,Bola,55ZGFvikpNjQHvtTWS5aZF,Gobi Tent,1999,['swedish pop'],"{'href': None, 'total': 134006}",61
112,Rob Hall,42SPXNOsQBxnOBIZwaneJH,Gobi Tent,1999,[],"{'href': None, 'total': 4205}",15
113,Jega,6ZYOrTXjWodrWyCuxGY5Yx,Gobi Tent,1999,"['abstract', 'deep idm', 'drill and bass', 'intelligent dance music']","{'href': None, 'total': 8822}",12
114,Neotropic,0J7MEv1kdBkTE4HzW7FtoH,Gobi Tent,1999,"['folktronica', 'trip hop']","{'href': None, 'total': 4234}",16
115,Push Button Objects,0dgik75LbWPxn1g9rfZIX2,Gobi Tent,1999,[],"{'href': None, 'total': 0}",0
116,Mira Calix,7yop5VpIW8Wv2l8ReGzbSq,Gobi Tent,1999,"['intelligent dance music', 'spectra']","{'href': None, 'total': 12555}",15
117,Andy Maddocks,1e2BbR4jKwI4Pm7A3RbAFm,Gobi Tent,1999,[],"{'href': None, 'total': 24}",0
118,Paul Oakenfold,5MO2kbaGGA2a8kL4c9qqHq,Coachella Stage,2001,['trance'],"{'href': None, 'total': 204824}",47
119,Paul Oakenfold,5MO2kbaGGA2a8kL4c9qqHq,Sahara Tent,2002,['trance'],"{'href': None, 'total': 204824}",47
120,Paul Oakenfold,5MO2kbaGGA2a8kL4c9qqHq,Sahara Tent,2006,['trance'],"{'href': None, 'total': 204824}",47
121,Paul Oakenfold,5MO2kbaGGA2a8kL4c9qqHq,Sahara Tent,2013,['trance'],"{'href': None, 'total': 204824}",47
122,Weezer,3jOstUTkEu2JkjvRdBA5Gu,Coachella Stage,2001,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 3491338}",70
123,Weezer,3jOstUTkEu2JkjvRdBA5Gu,Coachella Stage,2005,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 3491338}",70
124,Weezer,3jOstUTkEu2JkjvRdBA5Gu,Coachella Stage,2019,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']","{'href': None, 'total': 3491338}",70
125,The Roots,78xUyw6FkVZrRAtziFdtdu,Coachella Stage,2001,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']","{'href': None, 'total': 1359638}",56
126,The Roots,78xUyw6FkVZrRAtziFdtdu,Coachella Stage,2007,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']","{'href': None, 'total': 1359638}",56
127,MC Supernatural,453XMRg98NIje3nHmxFXsH,Coachella Stage,2001,[],"{'href': None, 'total': 309}",3
128,MC Supernatural,453XMRg98NIje3nHmxFXsH,Outdoor Theatre,2001,[],"{'href': None, 'total': 309}",3
129,MC Supernatural,453XMRg98NIje3nHmxFXsH,Sahara Tent,2001,[],"{'href': None, 'total': 309}",3
130,Iggy Pop,33EUXrFKGjpUSGacqEHhU4,Coachella Stage,2001,"['alternative rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']","{'href': None, 'total': 1603923}",58
131,The Dandy Warhols,7siPLyFwRFYQkKgWKJ5Sod,Coachella Stage,2001,"['alternative rock', 'dance-punk']","{'href': None, 'total': 321236}",51
132,Souls of Mischief,5Rzqmz1zAszembFHGZQuAt,Coachella Stage,2001,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap']","{'href': None, 'total': 316371}",51
133,Medusa,08Cmz2Whs8UYTPT4Th0c8w,Coachella Stage,2001,[],"{'href': None, 'total': 2993}",48
134,Medusa,08Cmz2Whs8UYTPT4Th0c8w,Gobi Tent,2003,[],"{'href': None, 'total': 2993}",48
135,Gang Starr,5cMgGlA1xGyeAB2ctYlRdZ,Outdoor Theatre,2001,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']","{'href': None, 'total': 931612}",60
136,Roni Size Reprazent,0QJsUBH0PcoT2fYI1F1Oee,Outdoor Theatre,2001,[],"{'href': None, 'total': 885}",1
137,Roni Size Reprazent,0QJsUBH0PcoT2fYI1F1Oee,Outdoor Theatre,2009,[],"{'href': None, 'total': 885}",1
138,Mos Def,0Mz5XE0kb1GBnbLQm2VbcO,Outdoor Theatre,2001,"['conscious hip hop', 'east coast hip hop', 'hip hop']","{'href': None, 'total': 1462815}",61
139,St. Germain,484sZUYmnRXN84zmk3GY1n,Outdoor Theatre,2001,"['downtempo', 'electronica', 'jazztronica', 'nu jazz']","{'href': None, 'total': 305415}",46
140,Blonde Redhead,5isqImG0rLfAgBJSPMEVXF,Outdoor Theatre,2001,"['dream pop', 'indie rock', 'nu gaze', 'shoegaze']","{'href': None, 'total': 327596}",47
141,Blonde Redhead,5isqImG0rLfAgBJSPMEVXF,Outdoor Theatre,2002,"['dream pop', 'indie rock', 'nu gaze', 'shoegaze']","{'href': None, 'total': 327596}",47
142,Blonde Redhead,5isqImG0rLfAgBJSPMEVXF,Outdoor Theatre,2007,"['dream pop', 'indie rock', 'nu gaze', 'shoegaze']","{'href': None, 'total': 327596}",47
143,Ozomatli,1An0HCtDktvCBDdFEu7HC0,Outdoor Theatre,2001,"['latin alternative', 'latinx alternative']","{'href': None, 'total': 60736}",36
144,Ozomatli,1An0HCtDktvCBDdFEu7HC0,Outdoor Theatre,2002,"['latin alternative', 'latinx alternative']","{'href': None, 'total': 60736}",36
145,Ozomatli,1An0HCtDktvCBDdFEu7HC0,Mojave Tent,2007,"['latin alternative', 'latinx alternative']","{'href': None, 'total': 60736}",36
146,Ozomatli,1An0HCtDktvCBDdFEu7HC0,Coachella Stage,2011,"['latin alternative', 'latinx alternative']","{'href': None, 'total': 60736}",36
147,Nikka Costa,6vUjpCAR58MB3Jq2TsKUmK,Outdoor Theatre,2001,[],"{'href': None, 'total': 43462}",34
148,The New Deal,13Qw23XBRFmgTsU6hI8uVK,Outdoor Theatre,2001,"['jam band', 'jamtronica', 'livetronica']","{'href': None, 'total': 17614}",21
149,Pedro the Lion,4ApdWjZjftqD77Vh6qDbCr,Outdoor Theatre,2001,"['emo', 'indie rock', 'melancholia', 'slowcore']","{'href': None, 'total': 67796}",32
150,The Orb,5HAtRoEPUvGSA7ziTGB1cF,Mojave Tent,2001,"['ambient house', 'electronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 178372}",40
151,The Orb,5HAtRoEPUvGSA7ziTGB1cF,Gobi Tent,2009,"['ambient house', 'electronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 178372}",40
152,Tricky,6hhA8TKRNryM8FNzqCqdDO,Mojave Tent,2001,"['electronica', 'trip hop']","{'href': None, 'total': 496420}",50
153,Sigur Rós,6UUrUCIZtQeOf8tC0WuzRy,Mojave Tent,2001,"['chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic rock', 'indie rock', 'melancholia', 'nordic post-rock', 'post-rock']","{'href': None, 'total': 1307595}",52
154,Sigur Rós,6UUrUCIZtQeOf8tC0WuzRy,Coachella Stage,2006,"['chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic rock', 'indie rock', 'melancholia', 'nordic post-rock', 'post-rock']","{'href': None, 'total': 1307595}",52
155,Sigur Rós,6UUrUCIZtQeOf8tC0WuzRy,Outdoor Theatre,2013,"['chamber pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic rock', 'indie rock', 'melancholia', 'nordic post-rock', 'post-rock']","{'href': None, 'total': 1307595}",52
156,Squarepusher,4mtHSXwIHihO6MWNq5Qoko,Mojave Tent,2001,"['abstract', 'drill and bass', 'electronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 233397}",41
157,Squarepusher,4mtHSXwIHihO6MWNq5Qoko,Gobi Tent,2015,"['abstract', 'drill and bass', 'electronica', 'intelligent dance music', 'trip hop']","{'href': None, 'total': 233397}",41
158,Plaid,5akVqMzdZOdbMYbE4vNZWD,Mojave Tent,2001,"['abstract', 'electronica', 'intelligent dance music']","{'href': None, 'total': 110820}",34
159,Del the Funky Homosapien,0YsLR3SQd5QTXAhGIGX7cl,Mojave Tent,2001,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'oakland hip hop']","{'href': None, 'total': 299808}",49
160,Aceyalone,7CaUk9xCxdXAmmqQn3PLR7,Mojave Tent,2001,"['abstract hip hop', 'alternative hip hop']","{'href': None, 'total': 45285}",33
161,Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,Insomniac Tent,2001,"['big beat', 'electronica']","{'href': None, 'total': 1221490}",60
162,Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,Sahara Tent,2008,"['big beat', 'electronica']","{'href': None, 'total': 1221490}",60
163,Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,Sahara Tent,2014,"['big beat', 'electronica']","{'href': None, 'total': 1221490}",60
164,Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,Yuma Tent,2022,"['big beat', 'electronica']","{'href': None, 'total': 1221490}",60
165,Doc Martin,2r341qO070AaoAowhAOQhp,Insomniac Tent,2001,"['smooth jazz', 'smooth saxophone']","{'href': None, 'total': 4059}",19
166,Überzone,6HG2HjU2Q6ePNE39V71s7G,Insomniac Tent,2001,"['breakbeat', 'classic progressive house', 'nu skool breaks']","{'href': None, 'total': 4646}",8
167,Ian Pooley,1m4GViPjIy4T8Pd0Iz6hRS,Insomniac Tent,2001,"['chicago house', 'deep house']","{'href': None, 'total': 34111}",34
168,Adam Freeland,0enmKUTlccj9oxq06LWEIf,Insomniac Tent,2001,"['big beat', 'breakbeat', 'nu skool breaks']","{'href': None, 'total': 18419}",31
169,Adam Freeland,0enmKUTlccj9oxq06LWEIf,Sahara Tent,2004,"['big beat', 'breakbeat', 'nu skool breaks']","{'href': None, 'total': 18419}",31
170,Adam Freeland,0enmKUTlccj9oxq06LWEIf,Sahara Tent,2008,"['big beat', 'breakbeat', 'nu skool breaks']","{'href': None, 'total': 18419}",31
171,Jason Blakemore,06iccIeT6E02EBhf7NaDE6,Insomniac Tent,2001,[],"{'href': None, 'total': 155}",0
172,Swedish Egil,1DMEHmubKOvDWaLbyt2OBP,Insomniac Tent,2001,[],"{'href': None, 'total': 262}",1
173,Kruder & Dorfmeister,39ywlwtGw8RTGobakgb11L,Sahara Tent,2001,"['downtempo', 'electronica', 'trip hop']","{'href': None, 'total': 221206}",40
174,Jason Bentley,4b0s5L5HkUI6jrFwEDuTur,Sahara Tent,2001,[],"{'href': None, 'total': 1810}",16
175,Jason Bentley,4b0s5L5HkUI6jrFwEDuTur,Sahara Tent,2010,[],"{'href': None, 'total': 1810}",16
176,Jason Bentley,4b0s5L5HkUI6jrFwEDuTur,Yuma Tent,2013,[],"{'href': None, 'total': 1810}",16
177,Jason Bentley,4b0s5L5HkUI6jrFwEDuTur,Yuma Tent,2015,[],"{'href': None, 'total': 1810}",16
178,Jason Bentley,4b0s5L5HkUI6jrFwEDuTur,Yuma Tent,2018,[],"{'href': None, 'total': 1810}",16
179,Photek,3hXDMlrPegHRO0zUvBsRSI,Sahara Tent,2001,"['atmospheric dnb', 'drum and bass', 'intelligent dance music', 'jungle']","{'href': None, 'total': 58003}",32
180,Andrea Parker,4ugwXaNvZVbB4jqhdIXzKj,Sahara Tent,2001,[],"{'href': None, 'total': 3839}",7
181,Smith & Mighty,5fegFJAeq9eItFZf8oPIin,Sahara Tent,2001,['trip hop'],"{'href': None, 'total': 8397}",20
182,Detroit Grand Pubahs,57SxomZx6rGWH3aJMAJxiu,Sahara Tent,2001,[],"{'href': None, 'total': 6896}",17
183,Z-Trip,0YUefH6Li1IsJBtlUWgtwc,Sahara Tent,2001,"['scratch', 'turntablism']","{'href': None, 'total': 22371}",28
184,Z-Trip,0YUefH6Li1IsJBtlUWgtwc,Mojave Tent,2002,"['scratch', 'turntablism']","{'href': None, 'total': 22371}",28
185,Z-Trip,0YUefH6Li1IsJBtlUWgtwc,Gobi Tent,2005,"['scratch', 'turntablism']","{'href': None, 'total': 22371}",28
186,Z-Trip,0YUefH6Li1IsJBtlUWgtwc,Sahara Tent,2010,"['scratch', 'turntablism']","{'href': None, 'total': 22371}",28
187,Björk,7w29UYBi0qsHi5RTcv3lmA,Coachella Stage,2002,"['alternative rock', 'art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']","{'href': None, 'total': 2051682}",59
188,Björk,7w29UYBi0qsHi5RTcv3lmA,Coachella Stage,2007,"['alternative rock', 'art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']","{'href': None, 'total': 2051682}",59
189,Björk,7w29UYBi0qsHi5RTcv3lmA,Coachella Stage,2023,"['alternative rock', 'art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']","{'href': None, 'total': 2051682}",59
190,Siouxsie & the Banshees,1n65zfwYIj5kKEtNgxUlWb,Coachella Stage,2002,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']","{'href': None, 'total': 1090819}",55
191,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,Coachella Stage,2002,['neo mellow'],"{'href': None, 'total': 3753211}",73
192,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,Coachella Stage,2003,['neo mellow'],"{'href': None, 'total': 3753211}",73
193,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,Coachella Stage,2008,['neo mellow'],"{'href': None, 'total': 3753211}",73
194,Pete Yorn,5l2EAkfckNPYZbEDbQtEkO,Coachella Stage,2002,['new jersey indie'],"{'href': None, 'total': 88721}",40
195,Pete Yorn,5l2EAkfckNPYZbEDbQtEkO,Gobi Tent,2016,['new jersey indie'],"{'href': None, 'total': 88721}",40
196,G. Love & Special Sauce,74fkl73HDlCXw0l6cemB89,Coachella Stage,2002,['jam band'],"{'href': None, 'total': 211498}",47
197,G. Love & Special Sauce,74fkl73HDlCXw0l6cemB89,Mojave Tent,2003,['jam band'],"{'href': None, 'total': 211498}",47
198,KRS-One,2gINJ8xw86xawPyGvx1bla,Coachella Stage,2002,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']","{'href': None, 'total': 641762}",50
199,Princess Superstar,7JQn9DfFTtsFTg2dFc75jM,Coachella Stage,2002,['electroclash'],"{'href': None, 'total': 16719}",61
200,Vin Rock,7AewIRoLzZqVPf3tbgO9Zq,Coachella Stage,2002,[],"{'href': None, 'total': 14}",0
201,Cake,6A43Djmhbe9100UwnI7epV,Outdoor Theatre,2002,"['alternative rock', 'pop rock', 'post-grunge', 'sacramento indie']","{'href': None, 'total': 1147957}",59
202,The Beta Band,2LMR8u7DOMF0FBseDpTsRa,Outdoor Theatre,2002,"['britpop', 'chamber pop', 'scottish indie']","{'href': None, 'total': 110265}",36
203,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,Outdoor Theatre,2002,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']","{'href': None, 'total': 3476930}",67
204,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,Coachella Stage,2003,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']","{'href': None, 'total': 3476930}",67
205,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,Coachella Stage,2014,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']","{'href': None, 'total': 3476930}",67
206,The Charlatans,5fScAXreYFnuqwOgBsJgSd,Outdoor Theatre,2002,"['britpop', 'dance rock', 'madchester']","{'href': None, 'total': 363066}",43
207,Cornershop,3Kf7VEIRWquxrNIuyJZnfF,Outdoor Theatre,2002,['britpop'],"{'href': None, 'total': 57472}",45
208,Folk Implosion,6DM1YETeVIN3ce24DhnMhU,Outdoor Theatre,2002,"['gbvfi', 'lo-fi']","{'href': None, 'total': 28469}",27
209,Citizen Cope,7enBrBojgBJuPPdqTq4Z5F,Outdoor Theatre,2002,['alternative rock'],"{'href': None, 'total': 345767}",50
210,Saul Williams,11K0HIZKfdB6ez0VhIgxPm,Outdoor Theatre,2002,"['alternative hip hop', 'conscious hip hop', 'industrial hip hop', 'lgbtq+ hip hop', 'slam poetry']","{'href': None, 'total': 61737}",36
211,Saul Williams,11K0HIZKfdB6ez0VhIgxPm,Coachella Stage,2004,"['alternative hip hop', 'conscious hip hop', 'industrial hip hop', 'lgbtq+ hip hop', 'slam poetry']","{'href': None, 'total': 61737}",36
212,Saul Williams,11K0HIZKfdB6ez0VhIgxPm,Gobi Tent,2004,"['alternative hip hop', 'conscious hip hop', 'industrial hip hop', 'lgbtq+ hip hop', 'slam poetry']","{'href': None, 'total': 61737}",36
213,The  Noise Conspiracy,0ZcJYGAQ2R3w7BWzbDDGDx,Mojave Tent,2002,"['swedish garage rock', 'swedish indie rock', 'umea indie']","{'href': None, 'total': 24240}",20
214,The  Noise Conspiracy,0ZcJYGAQ2R3w7BWzbDDGDx,Coachella Stage,2004,"['swedish garage rock', 'swedish indie rock', 'umea indie']","{'href': None, 'total': 24240}",20
